Person ID, health, sick_days_left, age
0,            -1,         4,        1
1,            0,         74964992,        1
2,            0,         74964992,        1
3,            0,         74964992,        1
4,            0,         74964992,        1
5,            0,         74964992,        1
6,            0,         74964992,        1
7,            0,         74964992,        1
8,            0,         74964992,        1
9,            0,         74964992,        1
10,            0,         74964992,        1
11,            0,         74964992,        1
12,            0,         74964992,        1
13,            0,         74964992,        1
14,            0,         74964992,        1
15,            0,         74964992,        1
16,            0,         74964992,        1
17,            0,         74964992,        1
18,            0,         74964992,        1
19,            0,         74964992,        1
20,            0,         74964992,        1
21,            0,         74964992,        1
22,            0,         74964992,        1
23,            0,         74964992,        1
24,            0,         74964992,        1
25,            0,         74964992,        1
26,            0,         74964992,        1
27,            0,         74964992,        1
28,            0,         74964992,        1
29,            0,         74964992,        1
30,            0,         74964992,        1
31,            0,         74964992,        1
32,            0,         74964992,        1
33,            0,         74964992,        1
34,            0,         74964992,        1
35,            0,         74964992,        1
36,            0,         74964992,        1
37,            0,         74964992,        1
38,            0,         74964992,        1
39,            0,         74964992,        1
40,            0,         74964992,        1
41,            0,         74964992,        1
42,            0,         74964992,        1
43,            0,         74964992,        1
44,            0,         74964992,        1
45,            0,         74964992,        1
46,            0,         74964992,        1
47,            0,         74964992,        1
48,            0,         74964992,        1
49,            0,         74964992,        1
50,            0,         74964992,        1
51,            0,         74964992,        1
52,            0,         74964992,        1
53,            0,         74964992,        1
54,            0,         74964992,        1
55,            0,         74964992,        1
56,            0,         74964992,        1
57,            0,         74964992,        1
58,            0,         74964992,        1
59,            0,         74964992,        1
60,            0,         74964992,        1
61,            0,         74964992,        1
62,            0,         74964992,        1
63,            0,         74964992,        1
64,            0,         74964992,        1
65,            0,         74964992,        1
66,            0,         74964992,        1
67,            0,         74964992,        1
68,            0,         74964992,        1
69,            0,         74964992,        1
70,            0,         74964992,        1
71,            0,         74964992,        1
72,            0,         74964992,        1
73,            0,         74964992,        1
74,            0,         74964992,        1
75,            0,         74964992,        1
76,            0,         74964992,        1
